name,description,tag1,tag2,tag3,difficulty,cat_text,baemin_category
두부김치,두부김치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fermented,#veggie,4,볶음류,한식
떡볶이,떡볶이는 떡과 어묵을 매콤달콤한 양념에 볶아 만든 분식 요리입니다.,#korean,#stirfry,#sweet,4,볶음류,한식
마파두부,마파두부는 두부와 다진 고기를 알싸하게 볶아 만든 쓰촨식 중식 요리입니다.,#chinese,#veggie,#everyday,3,볶음류,중식
머위나물볶음,머위나물볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#veggie,2,볶음류,한식
생선전,생선전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#seafood,3,전·적 및 부침류,한식
고기산적,고기산적은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#beef,#everyday,3,전·적 및 부침류,한식
라산적,라산적은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,전·적 및 부침류,한식
스크램블드에그,스크램블드에그는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,전·적 및 부침류,한식
오징어산적,오징어산적은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#seafood,#everyday,3,전·적 및 부침류,한식
완자전,완자전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#beef,3,전·적 및 부침류,한식
채,채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,전·적 및 부침류,한식
파전,파전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
해물파전,해물파전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
햄부침,햄부침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
호박전,호박전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
홍합산적,홍합산적은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#seafood,#everyday,3,전·적 및 부침류,한식
화양적,화양적은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,전·적 및 부침류,한식
감바스,감바스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,볶음류,양식
감자볶음,감자볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#veggie,2,볶음류,한식
고추잡채,고추잡채는 당면에 채소와 고기를 간장 양념으로 볶아 버무린 요리입니다.,#korean,#baked,#spicy,3,볶음류,카페-디저트
황태구이,황태구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
훈제오리,훈제오리는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,구이류,한식
고추전,고추전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#spicy,3,전·적 및 부침류,한식
굴전,굴전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#seafood,3,전·적 및 부침류,한식
깻잎전,깻잎전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
꼬치구치,꼬치구치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#seafood,#everyday,3,전·적 및 부침류,한식
녹두빈,녹두빈은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,전·적 및 부침류,한식
달걀말이,달걀말이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,전·적 및 부침류,한식
동태전,동태전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#seafood,3,전·적 및 부침류,한식
두부부침,두부부침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,전·적 및 부침류,한식
두부전,두부전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,전·적 및 부침류,한식
미나리전,미나리전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
배추전,배추전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
버섯전,버섯전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,전·적 및 부침류,한식
새우전,새우전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#seafood,3,전·적 및 부침류,한식
마늘장아찌,마늘장아찌는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pickled,#everyday,4,장아찌·절임류,한식
돼지불고기,돼지불고기는 얇게 썬 소고기를 간장 양념에 재워 달큼하게 볶아 만든 요리입니다.,#korean,#pork,#beef,2,구이류,한식
막창구이,막창구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#beef,2,구이류,한식
불고기,불고기는 얇게 썬 소고기를 간장 양념에 재워 달큼하게 볶아 만든 요리입니다.,#korean,#beef,#everyday,3,구이류,한식
스테이크,스테이크는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,구이류,양식
연어구이,연어구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#seafood,2,구이류,한식
오겹살구이,오겹살구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#pork,2,구이류,한식
임연수구이,임연수구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
장어구이,장어구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
차돌박이구이,차돌박이구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#beef,2,구이류,카페-디저트
콘치즈구이,콘치즈구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
함박스테이크,함박스테이크는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,구이류,양식
해물찜,해물찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#seafood,3,찜류,한식
가자미구이,가자미구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
갈매기살구이,갈매기살구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#pork,2,구이류,한식
갈비구이,갈비구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#pork,2,구이류,한식
갈치구이,갈치구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#seafood,2,구이류,한식
꼬치구이,꼬치구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#chicken,2,구이류,한식
꿩불고기,꿩불고기는 얇게 썬 소고기를 간장 양념에 재워 달큼하게 볶아 만든 요리입니다.,#korean,#beef,#everyday,3,구이류,한식
창구이,창구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#beef,2,구이류,한식
더덕구이,더덕구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
돼지갈비구이,돼지갈비구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#pork,2,구이류,한식
돼지껍데기구이,돼지껍데기구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#pork,2,구이류,한식
닭찜,닭찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#chicken,3,찜류,한식
구찜,구찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
동태찜,동태찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#seafood,3,찜류,한식
동파육,동파육은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#chinese,#everyday,#classic,3,찜류,찜-탕
돼지갈비찜,돼지갈비찜은 소갈비를 간장 양념에 푹 조려 부드럽게 익힌 찜 요리입니다.,#korean,#soup,#pork,3,찜류,한식
돼지고기,돼지고기는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pork,#everyday,3,찜류,한식
돼지등갈비찜,돼지등갈비찜은 소갈비를 간장 양념에 푹 조려 부드럽게 익힌 찜 요리입니다.,#korean,#steamed,#pork,3,찜류,한식
북어찜,북어찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
붕어찜,붕어찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
수란,수란은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찜류,한식
아귀찜,아귀찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
오징어순,오징어순은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#streetfood,#seafood,3,찜류,한식
조기찜,조기찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
족발,족발은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,찜류,족발-보쌈
청국장찌개,청국장찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
추어탕,추어탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
해물탕,해물탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
해신탕,해신탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
호박찌개,호박찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
훠궈,훠궈는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#chinese,#beef,#everyday,3,찌개 및 전골류,중식
갈비찜,갈비찜은 소갈비를 간장 양념에 푹 조려 부드럽게 익힌 찜 요리입니다.,#korean,#steamed,#beef,3,찜류,한식
김치찜,김치찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#pork,3,찜류,한식
깻잎찜,깻잎찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
꼬막무침,꼬막무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,찜류,한식
꼬막찜,꼬막찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
달걀찜,달걀찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
들깻잎장아찌,들깻잎장아찌는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pickled,#everyday,4,장아찌·절임류,한식
불고기전골,불고기전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#beef,3,찌개 및 전골류,한식
불낙전골,불낙전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,찌개 및 전골류,한식
샤브샤브,샤브샤브는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#beef,#everyday,3,찌개 및 전골류,한식
고기전골,고기전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#beef,3,찌개 및 전골류,한식
순두부찌개,순두부찌개는 몽글한 순두부에 양념을 풀어 보글보글 끓인 찌개 요리입니다.,#chinese,#soup,#veggie,3,찌개 및 전골류,한식
매운탕,매운탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#spicy,3,찌개 및 전골류,한식
밀푀유나베,밀푀유나베는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#spicy,#everyday,3,찌개 및 전골류,한식
버섯전골,버섯전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,찌개 및 전골류,한식
버섯찌개,버섯찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,찌개 및 전골류,한식
부,부는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
김치찌개,김치찌개는 신김치와 돼지고기를 넣어 칼칼하게 끓인 찌개 요리입니다.,#korean,#soup,#spicy,3,찌개 및 전골류,한식
꽁치찌개,꽁치찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
꽃게탕,꽃게탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
나베,나베는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,찌개 및 전골류,한식
낙지전골,낙지전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#seafood,3,찌개 및 전골류,한식
돼지고기찌개,돼지고기찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#pork,3,찌개 및 전골류,한식
된장찌개,된장찌개는 된장으로 국물을 내고 두부와 채소를 넣어 끓인 담백한 찌개 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
두부전골,두부전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,찌개 및 전골류,한식
두부찌개,두부찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,찌개 및 전골류,한식
마라탕,마라탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#chinese,#soup,#everyday,3,찌개 및 전골류,중식
만두전골,만두전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,찌개 및 전골류,한식
어탕,어탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
연포탕,연포탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
오이냉국,오이냉국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
올갱이국,올갱이국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
전복탕,전복탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
조개국,조개국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
지리탕,지리탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
초당순두부,초당순두부는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,3,국 및 탕류,한식
해장국,해장국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
홍합탕,홍합탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
황태해장국,황태해장국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
무국물,무국물은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
고등어찌개,고등어찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,찌개 및 전골류,한식
곱창전골,곱창전골은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,찌개 및 전골류,한식
된장국,된장국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,국 및 탕류,한식
매생이국,매생이국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
무국,무국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#beef,3,국 및 탕류,한식
묵말이,묵말이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,국 및 탕류,한식
미,미는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#japanese,#soup,#everyday,3,국 및 탕류,한식
미역국,미역국은 미역을 볶아 육수에 끓인 담백한 국물 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
새우탕,새우탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
탕,탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
아구탕,아구탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
어묵국,어묵국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
쌀죽,쌀죽은 쌀을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
어죽,어죽은 어를 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
율무죽,율무죽은 율무를 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
잣죽,잣죽은 잣을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
참깨죽,참깨죽은 참깨를 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
참치죽,참치죽은 참치를 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
현미죽,현미죽은 현미를 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
감자국,감자국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,국 및 탕류,한식
게국지,게국지는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
곰치국,곰치국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
곰탕,곰탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
김치국,김치국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#spicy,3,국 및 탕류,한식
낙지탕,낙지탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
달걀국,달걀국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
칼국수,칼국수는 칼로 썬 도톰한 면을 멸치나 닭 육수에 끓여 먹는 면 요리입니다.,#korean,#soup,#everyday,3,면 및 만두류,한식
콩국수,콩국수는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,면 및 만두류,한식
탄탄면,탄탄면은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#chinese,#noodle,#everyday,3,면 및 만두류,한식
팟타이,팟타이는 쌀국수를 타마린드 소스로 볶아 땅콩을 곁들여 먹는 태국식 면 요리입니다.,#southeast_asian,#everyday,#classic,3,면 및 만두류,아시안
게살죽,게살죽은 게살을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
깨죽,깨죽은 깨를 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
미음,미음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,죽 및 스프류,한식
백합죽,백합죽은 백합을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
고기버섯죽,고기버섯죽은 고기버섯을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#beef,3,죽 및 스프류,한식
스프,스프는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,3,죽 및 스프류,한식
울면,울면은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#noodle,#everyday,3,면 및 만두류,한식
월남쌈,월남쌈은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#beef,#everyday,3,면 및 만두류,한식
자장면,자장면은 춘장을 볶아 만든 검은 소스를 면에 비벼 먹는 중식 면 요리입니다.,#chinese,#noodle,#everyday,3,면 및 만두류,중식
짬뽕,짬뽕은 해물과 채소를 볶아 얼큰한 국물에 말아낸 중식 면 요리입니다.,#chinese,#soup,#everyday,3,면 및 만두류,중식
스파게티,스파게티는 얼음과 함께 상큼하게 즐기는 음료입니다.,#western,#noodle,#everyday,3,면 및 만두류,카페-디저트
스파게티_핫,스파게티_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#noodle,#spicy,3,면 및 만두류,카페-디저트
쌀국수,쌀국수는 얇은 쌀면을 맑은 육수에 담아 허브와 함께 먹는 베트남식 면 요리입니다.,#southeast_asian,#soup,#everyday,3,면 및 만두류,한식
올갱이국수,올갱이국수는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,면 및 만두류,한식
우동,우동은 장국에 면과 재료를 넣어 간단히 즐기는 일본식 면 요리입니다.,#japanese,#noodle,#everyday,3,면 및 만두류,돈까스-회
비빔국수,비빔국수는 삶은 가는 국수에 고추장 양념과 채소를 비벼 먹는 면 요리입니다.,#korean,#soup,#everyday,3,면 및 만두류,한식
비빔면,비빔면은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#noodle,#pork,3,면 및 만두류,한식
수제비,수제비는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,4,면 및 만두류,한식
만두,만두는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,4,면 및 만두류,한식
만두국,만두국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,면 및 만두류,한식
메밀,메밀은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#japanese,#noodle,#everyday,3,면 및 만두류,미분류
밀면,밀면은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#noodle,#everyday,3,면 및 만두류,한식
볶음면,볶음면은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#japanese,#stirfry,#beef,2,면 및 만두류,고기
분짜,분짜는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#southeast_asian,#everyday,#classic,3,면 및 만두류,아시안
약과,약과는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
유과,유과는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
기스면,기스면은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#noodle,#everyday,3,면 및 만두류,한식
라멘,라멘은 진한 육수에 면과 토핑을 곁들여 먹는 일본식 면 요리입니다.,#japanese,#noodle,#spicy,3,면 및 만두류,돈까스-회
케이크,케이크는 버터와 설탕의 조화를 살린 달콤한 디저트입니다.,#western,#baked,#everyday,3,빵 및 과자류,카페-디저트
크로켓,크로켓은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,3,빵 및 과자류,카페-디저트
파이,파이는 버터와 설탕의 조화를 살린 달콤한 디저트입니다.,#western,#baked,#everyday,3,빵 및 과자류,카페-디저트
페이스트리,페이스트리는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,빵 및 과자류,카페-디저트
프레즐,프레즐은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
도그_핫,도그_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#streetfood,#everyday,3,빵 및 과자류,패스트푸드
매작과,매작과는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
산자,산자는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
찹쌀떡,찹쌀떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
다식,다식은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
다쿠아즈,다쿠아즈는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
도넛,도넛은 버터와 설탕의 조화를 살린 달콤한 디저트입니다.,#western,#dessert,#everyday,3,빵 및 과자류,카페-디저트
마카롱,마카롱은 버터와 설탕의 조화를 살린 달콤한 디저트입니다.,#western,#everyday,#classic,3,빵 및 과자류,카페-디저트
버터크림빵,버터크림빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#everyday,3,빵 및 과자류,카페-디저트
샌드위치,샌드위치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#chicken,#everyday,3,빵 및 과자류,패스트푸드
보로빵,보로빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#everyday,3,빵 및 과자류,카페-디저트
식빵,식빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#everyday,3,빵 및 과자류,카페-디저트
앙금빵,앙금빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#everyday,3,빵 및 과자류,카페-디저트
백설기,백설기는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,3,빵 및 과자류,카페-디저트
빙떡,빙떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,빵 및 과자류,카페-디저트
