name,description,tag1,tag2,tag3,difficulty,cat_text,baemin_category
송편,송편은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#veggie,3,빵 및 과자류,카페-디저트
수수경단,수수경단은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
수수부꾸미,수수부꾸미는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
수수팥떡,수수팥떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
시루떡,시루떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
쑥떡,쑥떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
약식,약식은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
인절미,인절미는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#veggie,3,빵 및 과자류,카페-디저트
절편,절편은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,3,빵 및 과자류,카페-디저트
찰시루떡,찰시루떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
초밥,초밥은 식초로 간한 밥 위에 재료를 올려 쥔 일본식 초밥입니다.,#japanese,#rice,#everyday,3,밥류,돈까스-회
캘리포니아롤,캘리포니아롤은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,밥류,한식
콩밥,콩밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#veggie,3,밥류,한식
가래떡,가래떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
개피떡,개피떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
경단,경단은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
기피편,기피편은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
모듬찰떡,모듬찰떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
모싯잎송편,모싯잎송편은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,3,빵 및 과자류,카페-디저트
무지개떡,무지개떡은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#everyday,4,빵 및 과자류,카페-디저트
새우튀김롤,새우튀김롤은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#seafood,3,밥류,한식
쌀밥,쌀밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#everyday,3,밥류,한식
연어롤,연어롤은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#seafood,#everyday,3,밥류,한식
연잎밥,연잎밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#everyday,3,밥류,한식
자장밥,자장밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#chinese,#rice,#everyday,3,밥류,중식
덮밥,덮밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#veggie,3,밥류,한식
리,리는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#veggie,#everyday,3,밥류,양식
홍차_핫,홍차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
홍차_아이스,홍차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
과일,과일은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,과일류,한식
견과,견과는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,"두류, 견과 및 종실류",한식
곤드레나물밥,곤드레나물밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#veggie,2,밥류,한식
국밥,국밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,밥류,한식
귀리밥,귀리밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#everyday,3,밥류,한식
누룽지_핫,누룽지_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,밥류,한식
홍차,홍차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
허브차,허브차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
허브차_아이스,허브차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
허브차_핫,허브차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
코코아_핫,코코아_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#sweet,#everyday,3,음료 및 차류,카페-디저트
코코아_아이스,코코아_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#sweet,#everyday,3,음료 및 차류,카페-디저트
콤부차,콤부차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
탄산음료,탄산음료는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
탄산음료_아이스,탄산음료_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
커피_핫,커피_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
커피_아이스,커피_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
코코아,코코아는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#sweet,#everyday,3,음료 및 차류,카페-디저트
스무디,스무디는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
스무디_아이스,스무디_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
스무디_핫,스무디_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
생강차,생강차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
사과차_핫,사과차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
사과차,사과차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
사과차_아이스,사과차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
생강차_아이스,생강차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
생강차_핫,생강차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
밀크티_아이스,밀크티_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
밀크티_핫,밀크티_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
뱅쇼,뱅쇼는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
뱅쇼_아이스,뱅쇼_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
뱅쇼_핫,뱅쇼_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
복숭아홍차_아이스,복숭아홍차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
복숭아홍차_핫,복숭아홍차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
마테차_핫,마테차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
미숫가루_아이스,미숫가루_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
미숫가루,미숫가루는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
미숫가루_핫,미숫가루_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
레몬차_아이스,레몬차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
레몬차_핫,레몬차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
레몬차,레몬차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
레몬홍차_아이스,레몬홍차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
레몬홍차_핫,레몬홍차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
마테차,마테차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
마테차_아이스,마테차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
라떼_아이스,라떼_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#baked,#sweet,3,음료 및 차류,카페-디저트
라떼_핫,라떼_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#baked,#sweet,3,음료 및 차류,카페-디저트
추차_아이스,추차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
추차_핫,추차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
녹차_핫,녹차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
녹차_아이스,녹차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
추차,추차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
기타차,기타차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
꿀차,꿀차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#sweet,#everyday,3,음료 및 차류,카페-디저트
녹차,녹차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
기타차_아이스,기타차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
기타차_핫,기타차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
귤차_아이스,귤차_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
귤차_핫,귤차_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
기타음료,기타음료는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
기타음료_아이스,기타음료_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
귤차,귤차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
요구르트,요구르트는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,유제품류 및 빙과류,한식
치즈,치즈는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,유제품류 및 빙과류,한식
과ㆍ채주스_핫,과ㆍ채주스_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
샤베트,샤베트는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,유제품류 및 빙과류,한식
빙수_아이스,빙수_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,유제품류 및 빙과류,카페-디저트
북어튀김,북어튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#everyday,3,튀김류,한식
새우튀김,새우튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#seafood,3,튀김류,한식
오징어튀김,오징어튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#seafood,3,튀김류,한식
우유튀김,우유튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#everyday,3,튀김류,한식
샐러드_핫,샐러드_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#streetfood,#everyday,1,생채·무침류,패스트푸드
떡강정,떡강정은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#everyday,4,튀김류,한식
닭껍데기튀김,닭껍데기튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#chicken,3,튀김류,한식
닭발튀김,닭발튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#chicken,3,튀김류,한식
닭튀김_핫,닭튀김_핫은 재료의 맛을 살려 간단히 즐기는 요리입니다.,"#korean,chicken",#fried,#chicken,3,튀김류,치킨
허니콤보,허니콤보는 재료의 맛을 살려 간단히 즐기는 요리입니다.,"#korean,chicken",#fried,#chicken,3,튀김류,치킨
닭다리튀김,닭다리튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,"#korean,chicken",#fried,#chicken,3,튀김류,치킨
닭다리구이,닭다리구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,"#korean,chicken",#grilled,#chicken,2,구이류,치킨
닭발구이,닭발구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#chicken,2,구이류,한식
감자그라탕,감자그라탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#soup,#veggie,3,구이류,한식
미트볼조림,미트볼조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#braised,#everyday,3,조림류,양식
크로플,크로플은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,빵 및 과자류,카페-디저트
크로플_아이스,크로플_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#dessert,#everyday,3,빵 및 과자류,카페-디저트
초콜릿,초콜릿은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#sweet,#everyday,3,빵 및 과자류,카페-디저트
캔디,캔디는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
금빵,금빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#everyday,3,빵 및 과자류,카페-디저트
비스킷,비스킷은 버터와 설탕의 조화를 살린 달콤한 디저트입니다.,#western,#baked,#sweet,3,빵 및 과자류,카페-디저트
시리얼,시리얼은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,빵 및 과자류,카페-디저트
웨이퍼,웨이퍼는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#sweet,#everyday,3,빵 및 과자류,카페-디저트
베어리스타,베어리스타는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#dessert,#everyday,3,빵 및 과자류,카페-디저트
트로피컬원더,트로피컬원더는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#dessert,#everyday,3,빵 및 과자류,카페-디저트
호밀빵,호밀빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#everyday,3,빵 및 과자류,카페-디저트
효모빵,효모빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#everyday,3,빵 및 과자류,카페-디저트
콩나물냉채,콩나물냉채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,2,생채·무침류,한식
해파리냉채,해파리냉채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,생채·무침류,한식
햄샐러드,햄샐러드는 햄을 주재료로 드레싱과 함께 버무린 샐러드입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
보쌈김치,보쌈김치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fermented,#spicy,4,김치류,족발-보쌈
오이김치,오이김치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fermented,#spicy,4,김치류,한식
짜장,짜장은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#chinese,#everyday,#classic,3,"장류, 양념류",중식
고춧가루,고춧가루는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#spicy,#everyday,3,"장류, 양념류",한식
쌈장,쌈장은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,"장류, 양념류",한식
양념초장,양념초장은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#spicy,#everyday,3,"장류, 양념류",한식
초간장,초간장은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,"장류, 양념류",한식
팥빙수,팥빙수는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,유제품류 및 빙과류,카페-디저트
딸기바나나,딸기바나나는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
수박화채,수박화채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
새싹,새싹은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
쑥갓무침,쑥갓무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
양배추,양배추는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
양배추부추무침,양배추부추무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,생채·무침류,한식
양배추오이,양배추오이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
양상추,양상추는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
오이고추,오이고추는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#spicy,1,생채·무침류,한식
오징어미역초무침,오징어미역초무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#seafood,1,생채·무침류,한식
옥수수샐러드,옥수수샐러드는 옥수수를 주재료로 드레싱과 함께 버무린 샐러드입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
유채무침,유채무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
쥐포무침,쥐포무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
참나물,참나물은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,생채·무침류,한식
참치,참치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
천사채무침,천사채무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
겨자채,겨자채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,생채·무침류,한식
돌나물무침,돌나물무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,생채·무침류,한식
마늘쫑장아찌무침,마늘쫑장아찌무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
마카로니,마카로니는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
멕시컨샐러드,멕시컨샐러드는 멕시컨을 주재료로 드레싱과 함께 버무린 샐러드입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
문어무침,문어무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#seafood,1,생채·무침류,한식
미나리,미나리는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
미역,미역은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,생채·무침류,한식
뱅어포무침,뱅어포무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
부추,부추는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,생채·무침류,한식
브로콜리,브로콜리는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,생채·무침류,한식
브로콜리무침,브로콜리무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
삼색냉채,삼색냉채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,생채·무침류,한식
베이글,베이글은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
베이글_피자,베이글_피자는 베이글_를 올려 구운 피자 요리입니다.,"#western,pizza",#everyday,#classic,3,빵 및 과자류,피자
오이지무침,오이지무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
콘치즈_피자,콘치즈_피자는 콘치즈_를 올려 구운 피자 요리입니다.,"#western,pizza",#everyday,#classic,3,빵 및 과자류,피자
세지빵,세지빵은 반죽을 숙성해 구워낸 담백한 빵입니다.,#korean,#baked,#veggie,1,빵 및 과자류,카페-디저트
스콘,스콘은 버터와 설탕의 조화를 살린 달콤한 디저트입니다.,#korean,#everyday,#classic,3,빵 및 과자류,카페-디저트
오징어무침,오징어무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#seafood,1,생채·무침류,한식
오징어채무침,오징어채무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#seafood,1,생채·무침류,한식
청포묵,청포묵은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
치커리,치커리는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#indian,#everyday,#classic,1,생채·무침류,미분류
파래무침,파래무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
풋고추된장무침,풋고추된장무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#spicy,1,생채·무침류,한식
도토리묵무침,도토리묵무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
마늘쫑무침,마늘쫑무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
무생채,무생채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,생채·무침류,한식
미나리무침,미나리무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#spicy,1,생채·무침류,한식
오이무침,오이무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
비름나물,비름나물은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,2,나물·숙채류,한식
쑥갓나물,쑥갓나물은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,2,나물·숙채류,한식
애호박나물,애호박나물은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,2,나물·숙채류,한식
양배추나물,양배추나물은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,2,나물·숙채류,한식
오이나물,오이나물은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,2,나물·숙채류,한식
갑오징어무침,갑오징어무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#seafood,1,생채·무침류,한식
과일샐러드,과일샐러드는 과일을 주재료로 드레싱과 함께 버무린 샐러드입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
다시마무침,다시마무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
콩나물무침,콩나물무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,나물·숙채류,한식
